weight strategy	cnn keep prob	cnn filter shapes	cnn pool	do attention	norm type	dnn nonlin	zscore	opt/ lr	lr decay rate	lr decay delay	input keep prob	grad clip	exclude pre onsets	exclude post onsets	Pooling Method	do transformer	d model	num transformer layers	num heads	ff dim	micro xentropy avg	micro pos xentropy avg	micro auroc	micro auprc	micro fscore	micro precision	micro recall	micro threshold	micro accuracy	perchart xentropy avg	perchart xentropy avg sd	perchart xentropy avg min	perchart xentropy avg max	perchart pos xentropy avg	perchart pos xentropy avg sd	perchart pos xentropy avg min	perchart pos xentropy avg max	perchart auroc	perchart auroc sd	perchart auroc min	perchart auroc max	perchart auprc	perchart auprc sd	perchart auprc min	perchart auprc max	perchart fscore	perchart fscore sd	perchart fscore min	perchart fscore max	perchart precision	perchart precision sd	perchart precision min	perchart precision max	perchart recall	perchart recall sd	perchart recall min	perchart recall max	perchart threshold	perchart threshold sd	perchart threshold min	perchart threshold max	perchart accuracy	perchart accuracy sd	perchart accuracy min	perchart accuracy max	perchart perplexity	perchart perplexity sd	perchart perplexity min	perchart perplexity max	perchart density rel	perchart density rel sd	perchart density rel min	perchart density rel max	perchart fscore diff perchart	perchart fscore diff perchart sd	perchart fscore diff perchart min	perchart fscore diff perchart max	perchart precision diff perchart	perchart precision diff perchart sd	perchart precision diff perchart min	perchart precision diff perchart max	perchart recall diff perchart	perchart recall diff perchart sd	perchart recall diff perchart min	perchart recall diff perchart max	perchart threshold diff perchart	perchart threshold diff perchart sd	perchart threshold diff perchart min	perchart threshold diff perchart max	perchart fscore all perchart	perchart fscore all perchart sd	perchart fscore all perchart min	perchart fscore all perchart max	perchart precision all perchart	perchart precision all perchart sd	perchart precision all perchart min	perchart precision all perchart max	perchart recall all perchart	perchart recall all perchart sd	perchart recall all perchart min	perchart recall all perchart max	perchart threshold all perchart	perchart threshold all perchart sd	perchart threshold all perchart min	perchart threshold all perchart max	perchart fscore diff micro	perchart fscore diff micro sd	perchart fscore diff micro min	perchart fscore diff micro max	perchart precision diff micro	perchart precision diff micro sd	perchart precision diff micro min	perchart precision diff micro max	perchart recall diff micro	perchart recall diff micro sd	perchart recall diff micro min	perchart recall diff micro max	perchart threshold diff micro	perchart threshold diff micro sd	perchart threshold diff micro min	perchart threshold diff micro max	perchart fscore all micro	perchart fscore all micro sd	perchart fscore all micro min	perchart fscore all micro max	perchart precision all micro	perchart precision all micro sd	perchart precision all micro min	perchart precision all micro max	perchart recall all micro	perchart recall all micro sd	perchart recall all micro min	perchart recall all micro max	perchart threshold all micro	perchart threshold all micro sd	perchart threshold all micro min	perchart threshold all micro max	rnn cell type	dnn keep prob	rnn keep prob	eval type
rect	1	"3,3,16,3,3,32,3,3,64"	"1,2,1,2"	TRUE	none	tanh	TRUE	adagrad/0.01	0.75	0	0.9	2.5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.20193832	3.1771317	0.960154445	0.658337806	0.560701956	0.408253037	0.894857668	0.000239867	0.941794757	0.20515846	0.07243018	0.13775508	0.37197617	3.4643369	2.42E+00	0.7235913	6.890583	0.971056454	0.010030407	0.95378049	0.988696562	0.786434517	0.045541658	0.709451605	0.862978687	0.764867688	0.033892844	0.708571429	0.828451883	0.773503611	0.064271554	0.663811563	0.89	0.763568139	0.059375599	0.646098004	0.842553191	0.2538866	0.30887172	0.000147367	0.78713286	0.980077126	0.00712537	0.966444132	0.988232762	1.2310448	0.093407944	1.1476945	1.4505984	0.996549384	0.127707631	0.725952813	1.144607843	0.696759984	0.072226883	0.588976378	0.795154185	0.63124767	0.13665669	0.43387471	0.824200913	0.818083038	0.07906421	0.661237785	0.916666667	0.06870262	0.06840084	0.000299172	0.13755196	0.488194775	0.173696551	0.215208034	0.737400531	0.691015045	0.194571783	0.388499299	0.903614458	0.545616302	0.333949489	0.122149837	0.927973199	0.06924638	0.000772241	0.06857637	0.07072761	0.696512471	0.078436952	0.569476082	0.811218986	0.625122863	0.13857379	0.412541254	0.822757112	0.826398722	0.07303878	0.684039088	0.919117647	0.06930676	0.06905599	0.000251733	0.13956276	0.605786592	0.140473669	0.432773109	0.811218986	0.502016378	0.204386011	0.281574631	0.822757112	0.88884639	0.093300927	0.684039088	0.985111663	0.000339742	0.000127441	0.000251733	0.000637265	gru	0.5	0.5	hamming
last	0.8	"3,3,16,3,3,32,3,3,64"	"1,2,1,2,1,2"	FALSE	layer	sigmoid	FALSE	adagrad/0.01	1	0	0.7	1	TRUE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.33918795	8.166308	0.911229244	0.563194052	0.552010828	0.476786907	0.655417815	0.00025474	0.955841012	0.34630328	0.10830406	0.21846303	0.57378584	8.174658	8.44E-02	8.057269	8.303181	0.910517841	0.023742608	0.868730003	0.930672633	0.577106709	0.072648679	0.480204348	0.70368506	0.577143985	0.048446326	0.512338425	0.681844052	0.566332521	0.05045604	0.492099323	0.650763359	0.592580907	0.069938048	0.524500907	0.743176179	0.000278746	2.98754E-05	0.000226356	0.000320045	0.96425879	0.008524038	0.950105411	0.975187023	1.4224241	0.16192497	1.244163	1.7749741	1.050668213	0.120780351	0.877721943	1.234527687	0.550344822	0.052210254	0.48608137	0.65601023	0.516581526	0.091007559	0.394097222	0.676781003	0.60843682	0.068481052	0.444625407	0.666666667	0.00026452	9.37E-06	0.000255033	0.000274049	0.537178523	0.059461378	0.464974619	0.667478685	0.510340158	0.089877402	0.402569593	0.655502392	0.598941318	0.11265052	0.372964169	0.717391304	0.000264444	2.75E-08	0.000264412	0.000264504	0.54033137	0.056941502	0.460593654	0.655462185	0.531915954	0.087212208	0.42800789	0.684210526	0.572419906	0.095692951	0.366449511	0.653985507	0.000271162	5.07E-06	0.000265826	0.000276412	0.538774867	0.059700907	0.45482866	0.66377709	0.523292809	0.089053592	0.412416851	0.662546354	0.586002026	0.112459356	0.356677524	0.695652174	0.00026832	1.91E-07	0.000268193	0.00026881	gru	0.5	0.5	hamming
rect	1	"5,3,10,3,3,20"	"1,2,1,2,1,2"	FALSE	batch	relu	TRUE	adam/0.001	0.1	0	1	1	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.16500871	2.6896586	0.920146064	0.552943566	0.530791191	0.477439472	0.597566575	0.1105876	0.956145951	0.16657025	0.035732813	0.11475075	0.22309525	2.829972	8.63E-01	1.6790594	4.1159673	0.917734881	0.034483131	0.862904862	0.954956023	0.5258187	0.150567679	0.311330224	0.783588005	0.550037624	0.092633465	0.402407567	0.700592885	0.467638265	0.122448993	0.29068323	0.614634146	0.709835985	0.100287833	0.608695652	0.879652605	0.07543039	0.07100617	0.00142891	0.22527325	0.952378697	0.010868029	0.938602317	0.968931352	1.1820014	0.042277105	1.1215938	1.2499396	1.64975711	0.55658998	1.001628664	2.696078431	0.505201123	0.10553115	0.350348028	0.688864629	0.430772419	0.091714133	0.320825516	0.615009747	0.627115713	0.16219495	0.370098039	0.842391304	0.085605115	0.010321763	0.075107574	0.09656402	0.504502896	0.109199188	0.331303289	0.688684353	0.434470614	0.092607019	0.329297821	0.610951009	0.620045231	0.17141252	0.333333333	0.864130435	0.08543823	0.000200493	0.08530685	0.085963264	0.505179587	0.10975822	0.328395062	0.688684353	0.436418868	0.092513294	0.330845771	0.610951009	0.618537621	0.172240853	0.325980392	0.864130435	0.08622193	0.001023865	0.08495763	0.08731769	0.504250226	0.10893703	0.331303289	0.688684353	0.433813876	0.092558518	0.329297821	0.610951009	0.620603773	0.170911959	0.333333333	0.864130435	0.08513192	0.000349153	0.08484088	0.085963264	lstm	0.5	0.5	hamming
rect	0.7	"5,3,10,3,3,20"	"1,2,1,2"	TRUE	batch	relu	TRUE	sgd/0.1	0.75	0	1	2.5	FALSE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.34036002	0.80900776	0.95714422	0.612521091	0.5745329	0.515112891	0.649449036	0.5911735	0.960072042	0.33774313	0.20499586	0.13005352	0.7205525	0.83114916	4.32E-01	0.37258202	1.6328874	0.9613275	0.012071873	0.941499135	0.978668657	0.649930008	0.09584285	0.54526839	0.804093152	0.626868718	0.068272218	0.553191489	0.721981424	0.588758087	0.08329599	0.501133787	0.720642769	0.673642959	0.060534582	0.596014493	0.767156863	0.5653036	0.22018176	0.21192923	0.8177705	0.967365248	0.006362711	0.959928894	0.978082798	1.4324944	0.30813372	1.1388893	2.0555687	1.156096263	0.107362761	0.983713355	1.274047187	0.57994217	0.07151651	0.494488189	0.714202899	0.485824885	0.123772232	0.344298246	0.682509506	0.781766862	0.114821958	0.584690554	0.901172529	0.40630263	0.14281914	0.2631429	0.5495035	0.56361977	0.075653059	0.471153846	0.702898551	0.500353428	0.140468244	0.320470896	0.747058824	0.749469995	0.178352246	0.413680782	0.927973199	0.4060435	0.000177734	0.40577328	0.40630934	0.584369753	0.074071671	0.488030888	0.721450151	0.491881127	0.128348626	0.337246531	0.703180212	0.779355348	0.106265752	0.604234528	0.889447236	0.41838223	0.1708386	0.2470984	0.59018636	0.563701675	0.07354557	0.467396478	0.698770492	0.492616346	0.138504322	0.316774194	0.740331492	0.760877789	0.170798339	0.436482085	0.932998325	0.38535267	0.000214312	0.38509008	0.3857429	rnn	0.5	0.5	hamming
rect	1	"3,3,16,3,3,32,3,3,64"	"2,2"	FALSE	layer	relu	FALSE	adagrad/0.01	1	0	1	2.5	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	4.7749524	115.03185	0.528475292	0.508581617	0.107629133	0.918819188	0.057162534	1.19995E-38	0.960653332	4.886846	1.6459883	3.1709182	8.30351	114.85005	5.91E+00	105.099014	122.44165	0.530955553	0.031077654	0.5	0.590452261	0.525202812	0.046099983	0.451718674	0.60849521	0.146793811	0.076851897	0.065246061	0.306382979	0.489734544	0.446855385	0.033723183	1	0.55724197	0.444015787	0.067150635	1	9.33983E-39	0	0	3.48187E-38	0.508915678	0.459665001	0.033723183	0.975409229	648.91504	1300.0273	23.829355	4038.02	11.05276537	11.72910668	0.068965517	29.65319149	0.12226867	0.096789291	0.012330456	0.306382979	0.827555009	0.305302936	0.053935348	1	0.187104091	0.312626792	0.006203474	1	1.81E-38	0	0	3.48E-38	0.12226867	0.096789291	0.012330456	0.306382979	0.827555009	0.305302936	0.053935348	1	0.187104091	0.312626792	0.006203474	1	1.81E-38	0	0	3.48E-38	0.121967957	0.096218858	0.012330456	0.303977273	0.827555009	0.305302936	0.053935348	1	0.18689471	0.312631435	0.006203474	1	1.82E-38	0	0	3.48E-38	0.121967957	0.096218858	0.012330456	0.303977273	0.827555009	0.305302936	0.053935348	1	0.18689471	0.312631435	0.006203474	1	1.82E-38	0	0	3.48E-38	lstm	0.5	0.5	hamming
last	0.8	"7,3,10,3,3,20"	"1,2,1,2"	TRUE	batch	relu	FALSE	adagrad/0.01	0.1	0	0.7	1	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	1.9407952	46.755077	0.934447034	0.636962839	0.645703839	0.536452005	0.810835629	2.11929E-23	0.963064256	1.9821752	0.63225424	1.2651306	3.3022025	46.741528	1.28E+00	44.519947	48.395496	0.932604945	0.031063601	0.880487606	0.969014249	0.642800515	0.136283529	0.360218995	0.79555155	0.653817428	0.082618013	0.486177312	0.776811594	0.594051926	0.103882705	0.369030391	0.729053319	0.737975979	0.057239339	0.668085106	0.831265509	6.51228E-21	1.22318E-20	1.91422E-24	3.62039E-20	0.968326208	0.006775025	0.959855938	0.977541795	9.151557	7.34617	3.5435555	27.17242	1.283616847	0.26289148	1.00212766	1.930167598	0.569188854	0.142932266	0.315436242	0.770238095	0.642552063	0.142614458	0.394957983	0.778688525	0.573393835	0.237530136	0.262569832	0.882246377	8.77E-20	8.77E-20	1.87E-23	1.78E-19	0.501562832	0.104439596	0.31641791	0.640382318	0.693150438	0.177732293	0.33974359	0.88362069	0.402952666	0.094838593	0.295825771	0.570212766	8.74E-20	7.83E-22	8.64E-20	8.86E-20	0.637406067	0.088860618	0.462389381	0.77124183	0.557373769	0.110520923	0.382783883	0.740022805	0.761092537	0.09519712	0.583798883	0.884057971	3.45E-22	3.28E-22	1.56E-23	6.92E-22	0.632690129	0.081939298	0.469989827	0.763480392	0.555467946	0.118018005	0.3696	0.754237288	0.758917585	0.084890661	0.638838475	0.90212766	1.18E-22	0	1.15E-22	1.24E-22	rnn	0.5	0.5	hamming
last	0.7	"9,5,10,5,4,20"	"1,1,2,2"	TRUE	none	relu	FALSE	sgd/0.01	1	2	0.7	2.5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.22552744	5.387527	0.943120067	0.624495228	0.596183922	0.546131805	0.656336088	0.003889959	0.963092844	0.2291067	0.05559051	0.16152221	0.33339003	5.474782	4.71E-01	4.6583886	6.0916047	0.942958337	0.011585157	0.919008944	0.958813175	0.622755303	0.073055605	0.514918542	0.75853894	0.596590509	0.040704003	0.553814002	0.671679198	0.558054807	0.075488443	0.454452405	0.67	0.657801948	0.078492137	0.508510638	0.79528536	0.004000611	0.00132838	0.002517763	0.007066799	0.962071332	0.01423594	0.938246662	0.975409229	1.2594407	0.07110058	1.1752986	1.3956916	1.208670435	0.25096658	0.759574468	1.591205212	0.584419808	0.037335265	0.546017015	0.648359009	0.533688567	0.054030033	0.476383266	0.630102041	0.661576698	0.09693871	0.525531915	0.810720268	0.003455791	0.000438517	0.003013476	0.003913483	0.585450937	0.041699618	0.538	0.657858136	0.533001666	0.051143678	0.454391892	0.60911271	0.660405986	0.085572338	0.540425532	0.796526055	0.003460273	1.48E-05	0.003449877	0.003497384	0.587665452	0.041979606	0.528233151	0.654035088	0.51532212	0.050718299	0.420289855	0.57096248	0.692354736	0.069780787	0.593617021	0.79528536	0.003051575	0.000529941	0.002517763	0.003584106	0.581780024	0.039294267	0.532180596	0.647962592	0.511514077	0.045228775	0.437598736	0.578021978	0.684437264	0.082625827	0.559574468	0.81239531	0.002997219	9.44E-06	0.002987529	0.003018655	lstm	0.5	0.5	hamming
rect	0.8	"3,3,16,3,3,32"	"1,1,2,2"	TRUE	none	relu	FALSE	sgd/0.01	0.95	2	0.7	1	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.68727213	16.556852	0.931976583	0.639320516	0.612204939	0.581765557	0.64600551	6.25407E-08	0.966027883	0.7021775	0.22253893	0.45164862	1.1607499	16.569893	4.68E-01	15.818697	17.21022	0.934229737	0.021534492	0.905799964	0.971125101	0.642702162	0.057528045	0.552067105	0.726818013	0.619391679	0.043508558	0.562091503	0.687394958	0.573699101	0.075249082	0.484589041	0.689713322	0.684287717	0.060933771	0.600558659	0.813067151	5.50422E-08	3.0448E-08	1.04279E-08	1.08343E-07	0.964855008	0.009928762	0.950281096	0.977183038	2.0719802	0.5069455	1.5708997	3.1923263	1.217002034	0.22016905	0.936170213	1.66061706	0.576391713	0.054266764	0.501683502	0.668528864	0.660568079	0.055894024	0.577922078	0.752620545	0.517653881	0.077213578	0.412052117	0.644927536	1.33E-07	1.42E-08	1.18E-07	1.47E-07	0.579757108	0.047855918	0.523026316	0.653956149	0.663743702	0.056844634	0.592067989	0.758849558	0.519132485	0.063396322	0.433224756	0.619565217	1.33E-07	5.04E-10	1.32E-07	1.33E-07	0.563529075	0.053953842	0.490367776	0.649903288	0.682420376	0.054794255	0.611829945	0.768878719	0.485168048	0.071322658	0.390879479	0.599637681	1.55E-07	1.09E-08	1.43E-07	1.67E-07	0.567888604	0.051339704	0.501683502	0.649224806	0.671379609	0.055625832	0.606606607	0.770114943	0.496090771	0.065057843	0.412052117	0.597826087	1.47E-07	5.77E-10	1.46E-07	1.48E-07	gru	0.5	0.5	hamming
rect	0.8	"3,3,16,3,3,32"	"1,1,2,2"	FALSE	none	sigmoid	FALSE	sgd/0.01	0.95	2	0.7	2.5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.31192696	7.5035977	0.943302751	0.673570804	0.625588361	0.585737179	0.671258035	0.00050311	0.96664729	0.31860632	0.10257699	0.19979478	0.5367892	7.4955873	7.69E-02	7.354138	7.575542	0.9436267	0.016832375	0.911464238	0.958549382	0.703227214	0.096182927	0.527067048	0.841250078	0.665492896	0.075219786	0.529667149	0.77006312	0.658064175	0.09428808	0.54954955	0.833984375	0.684229102	0.103300577	0.511173184	0.812703583	0.000513444	2.31891E-05	0.000475493	0.000538831	0.971783228	0.008554641	0.957044975	0.981182201	1.3827007	0.14895135	1.2211522	1.7105058	1.054349224	0.193422818	0.831521739	1.421824104	0.611610839	0.077317079	0.46975089	0.711988304	0.672202691	0.123611403	0.531746032	0.864628821	0.605746676	0.157233283	0.32247557	0.815745394	0.000518088	1.73E-05	0.000500736	0.000535541	0.615389688	0.072558299	0.510911425	0.741281427	0.689036566	0.145609126	0.472684086	0.95508982	0.597501095	0.140989355	0.395781638	0.803921569	0.000518127	1.11E-07	0.000517994	0.000518382	0.603998568	0.086423509	0.463560335	0.740144811	0.728245329	0.120690095	0.591549296	0.947214076	0.551432045	0.153917151	0.315960912	0.770519263	0.000526881	1.00E-05	0.000516787	0.000537106	0.616571204	0.074942372	0.513618677	0.746122449	0.695954783	0.144214911	0.479418886	0.954545455	0.594136421	0.142075588	0.390818859	0.801470588	0.000519141	9.63E-08	0.000519031	0.000519335	gru	0.5	0.5	hamming
rect	0.7	"5,3,10,3,3,20"	"1,3,1,3"	TRUE	none	tanh	FALSE	sgd/0.01	0.25	2	1	5	FALSE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.28762427	6.9166536	0.95546083	0.601062439	0.644430845	0.579845815	0.725206612	0.000697861	0.966780701	0.29392678	0.09637651	0.18452385	0.4977708	6.904542	2.52E-01	6.448232	7.1368794	0.958270743	0.016851199	0.933078043	0.978321397	0.692675488	0.087957625	0.505314754	0.80507356	0.67613239	0.076479709	0.500411523	0.741747573	0.631971666	0.11603367	0.376703841	0.724928367	0.745505161	0.046604476	0.669381107	0.815136476	0.000748483	0.000153685	0.000582876	0.001039469	0.96931159	0.011598	0.954761068	0.985112214	1.3481219	0.13601267	1.2026457	1.64505	1.238220217	0.325170787	0.962540717	1.977941176	0.621254056	0.087673331	0.491338583	0.720072007	0.679901527	0.167999809	0.361948956	0.812883436	0.634777663	0.145516484	0.389361702	0.837520938	0.000808958	8.63E-05	0.000722438	0.000896095	0.635944048	0.066236085	0.496296296	0.705014749	0.699684895	0.173543394	0.355626327	0.831541219	0.638443412	0.117080219	0.493485342	0.824120603	0.000809124	7.14E-07	0.000808197	0.000810581	0.646505672	0.077206118	0.48879248	0.713632205	0.665880769	0.163170726	0.346666667	0.802469136	0.681902571	0.106042566	0.522801303	0.837520938	0.000752833	2.31E-05	0.00072917	0.000778667	0.647735004	0.075551954	0.486061472	0.713681241	0.674255145	0.166128184	0.34308779	0.797014925	0.676416026	0.103630649	0.535830619	0.834170854	0.000760862	1.05E-06	0.000760058	0.00076325	lstm	0.5	0.5	hamming
last	1	"7,3,10,3,3,20"	"1,1,2,2"	TRUE	layer	relu	FALSE	adagrad/0.01	0.25	2	1	1	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.5792693	13.954959	0.940268588	0.63806146	0.618415228	0.597008547	0.641414141	8.00465E-07	0.967142816	0.5920264	0.18846737	0.39454567	0.9777029	13.992713	8.63E-01	12.326964	14.953679	0.940236632	0.012378507	0.910910524	0.951320549	0.647563554	0.066670407	0.560385799	0.787771201	0.6281267	0.043292717	0.588394062	0.7234375	0.587049486	0.03972838	0.541832669	0.677891654	0.681631052	0.084329091	0.598911071	0.857320099	7.75E-07	4.28E-07	1.29E-07	1.32E-06	0.966086041	0.011671269	0.940179199	0.977409081	1.8418696	0.37727413	1.4837099	2.6583428	1.165571194	0.163538092	0.983666062	1.55955335	0.583883881	0.066971795	0.492220651	0.721183801	0.669501967	0.06877021	0.54375	0.746268657	0.542786105	0.133161441	0.370212766	0.775544389	1.39E-06	1.14E-07	1.28E-06	1.51E-06	0.583182743	0.06513857	0.494475138	0.719936709	0.663903511	0.059591135	0.54158215	0.723809524	0.540643613	0.125318493	0.380851064	0.762144054	1.39E-06	6.08E-09	1.39E-06	1.41E-06	0.5994415	0.051108897	0.556405354	0.718146718	0.63879853	0.056090291	0.511926606	0.678714859	0.580696197	0.107913013	0.472067039	0.778894472	1.11E-06	1.15E-07	9.91E-07	1.23E-06	0.592439545	0.058864908	0.517333333	0.718146718	0.650987201	0.057457026	0.534246575	0.708661417	0.563727493	0.122231101	0.412765957	0.778894472	1.23E-06	3.78E-09	1.22E-06	1.23E-06	gru	0.5	0.5	hamming
rect	0.8	"3,3,16,3,3,32"	"1,1,2,2"	TRUE	batch	relu	TRUE	adagrad/0.1	0.25	2	0.8	1	FALSE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.23011516	4.3193965	0.939904822	0.664667258	0.619379074	0.597018104	0.643480257	0.034070488	0.967171404	0.23124409	0.07281365	0.1452128	0.39649895	4.5751333	1.90E+00	2.5268571	7.891585	0.938384927	0.022209378	0.898579347	0.964814543	0.649013517	0.111212452	0.456631278	0.842925826	0.615122791	0.082149951	0.469813392	0.749566223	0.58106343	0.098514418	0.386980108	0.702058505	0.658789961	0.068305072	0.588235294	0.803970223	0.039778616	0.041954305	0.006336816	0.13937715	0.96701485	0.003929094	0.96196416	0.973595465	1.2636042	0.09591479	1.1562856	1.4866108	1.156880871	0.165200598	0.969055375	1.544692737	0.601727909	0.085653268	0.452173913	0.743331357	0.55018154	0.104905931	0.407158837	0.71169126	0.673630683	0.082243947	0.508379888	0.777915633	0.01736502	0.000507691	0.016756665	0.017925711	0.601564615	0.084221773	0.457002457	0.741092637	0.549671244	0.104412633	0.407894737	0.71070615	0.673955958	0.07852689	0.519553073	0.774193548	0.017275356	5.83E-05	0.017214963	0.01739744	0.600149845	0.085571308	0.451612903	0.745859509	0.547224162	0.103070768	0.419664269	0.693356048	0.67614355	0.095871721	0.488826816	0.810173697	0.016808614	0.006351799	0.010371049	0.023214413	0.597422049	0.084336931	0.462427746	0.745859509	0.525433188	0.099445736	0.394477318	0.691005291	0.70182295	0.077649492	0.558659218	0.810173697	0.010353984	7.54E-05	0.010282782	0.010481507	rnn	0.5	0.5	hamming
rect	1	"3,3,16,3,3,32,3,3,64"	"1,1,2,2"	FALSE	none	relu	TRUE	sgd/0.01	0.75	2	0.7	5	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.3145917	0.79636973	0.947334661	0.670964128	0.621882275	0.601286174	0.643939394	0.46354946	0.967495402	0.3139468	0.06736952	0.22755079	0.4092172	0.79755706	1.25E-01	0.5881526	1.0190415	0.949960581	0.012786709	0.92952805	0.970920406	0.684926838	0.05852147	0.600377774	0.801717668	0.64482578	0.03582101	0.599311137	0.719483568	0.636237572	0.038812747	0.563714903	0.682628062	0.656151296	0.050830244	0.578723404	0.760545906	0.46981508	0.0800513	0.3261905	0.5730921	0.970259175	0.006603264	0.958011244	0.978668247	1.3719422	0.09310642	1.2555213	1.5056387	1.034210418	0.089820398	0.9	1.145251397	0.597609307	0.061645902	0.516464471	0.711801242	0.499334653	0.109865168	0.374371859	0.712686567	0.778765994	0.050486277	0.687296417	0.832402235	0.35972232	0.03979673	0.3197284	0.40062582	0.596416732	0.056533814	0.5463138	0.716262976	0.500498163	0.10223835	0.399501661	0.669181034	0.772520628	0.072149783	0.602605863	0.871376812	0.35960996	0.000175252	0.35939747	0.35990623	0.603008633	0.053075193	0.545625588	0.708780796	0.519727486	0.108902827	0.411347518	0.722007722	0.752190228	0.06561617	0.607491857	0.826086957	0.38181412	0.025443604	0.35594523	0.40771043	0.608865259	0.044668667	0.573047859	0.707594937	0.548317484	0.103337902	0.439189189	0.722222222	0.716558924	0.083986828	0.526058632	0.824275362	0.40831888	0.00035209	0.40790492	0.40898508	gru	0.5	0.5	hamming
rect	0.9	"7,3,10,3,3,20"	"1,2,1,2"	FALSE	layer	tanh	FALSE	adagrad/0.1	0.1	0	0.8	1	TRUE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	0.33090526	7.967199	0.956200081	0.6907024	0.643591942	0.603496785	0.689393939	0.000215772	0.968305396	0.33866274	0.11857808	0.20379595	0.58904475	7.9196453	4.49E-01	7.2301254	8.392793	0.961047	0.014270913	0.942798141	0.985807812	0.731999231	0.068994876	0.633163765	0.867801164	0.704636078	0.04668385	0.636085627	0.809730669	0.708034136	0.079057117	0.599423631	0.841155235	0.708158031	0.054766095	0.615245009	0.780569514	0.000277827	9.56805E-05	0.000178881	0.000449843	0.974525566	0.01041994	0.956254392	0.984223391	1.413344	0.17736171	1.226048	1.8022661	1.012622773	0.132664636	0.745916515	1.161764706	0.639340129	0.05526322	0.51022605	0.70860077	0.652856794	0.096258092	0.5	0.760124611	0.674744517	0.159758432	0.385993485	0.877721943	0.00023403	1.98E-05	0.000214085	0.00025468	0.642740347	0.047077334	0.547667343	0.699629172	0.661745257	0.098019623	0.465449804	0.775047259	0.669050033	0.152309173	0.439739414	0.875	0.000233666	1.66E-07	0.000233472	0.000233915	0.641508041	0.042772103	0.549648947	0.696078431	0.630194092	0.097023017	0.460746461	0.733153639	0.697256761	0.14191807	0.446254072	0.879396985	0.000220923	9.57E-06	0.000211258	0.000230819	0.643174742	0.041911561	0.573816156	0.683914511	0.613468304	0.101623823	0.422145329	0.730941704	0.718137083	0.128942251	0.503257329	0.897058824	0.000211259	1.16E-07	0.000211129	0.000211452	rnn	0.5	0.5	hamming
last	0.8	"5,3,10,3,3,20"	"1,1,2,2"	TRUE	batch	sigmoid	FALSE	adagrad/0.1	0.1	2	0.8	1	TRUE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	0.33002263	7.944558	0.947319186	0.696994081	0.657769097	0.623662551	0.695821855	0.000280375	0.969944444	0.33728814	0.10793079	0.21908186	0.560244	7.9504204	2.91E-01	7.478465	8.30942	0.946911627	0.016657809	0.911029438	0.968889912	0.709019284	0.077387001	0.620658594	0.847717524	0.681235676	0.056067471	0.619615032	0.780082988	0.665333512	0.060345483	0.612612613	0.777391304	0.700494512	0.066590844	0.613430127	0.816377171	0.000341939	0.000106572	0.00015121	0.000478967	0.973317002	0.005904157	0.963018271	0.980001481	1.4095951	0.15975033	1.2449331	1.7510998	1.056095863	0.089969481	0.929787234	1.229641694	0.649568364	0.057690436	0.59485224	0.745552978	0.629573885	0.104266806	0.5221843	0.844339623	0.690561419	0.08564478	0.508143322	0.807370184	0.000291593	1.51E-06	0.000289418	0.000293111	0.649857218	0.05778821	0.59351145	0.746020761	0.629460321	0.103937615	0.523076923	0.843505477	0.691348179	0.085897507	0.506514658	0.807370184	0.00029185	4.43E-07	0.00029126	0.000292781	0.648995124	0.057817795	0.593033135	0.746707978	0.628794254	0.105078232	0.5221843	0.845181675	0.689994883	0.084286105	0.513029316	0.807370184	0.000291847	3.42E-06	0.000287584	0.000295623	0.649226791	0.058383786	0.589473684	0.746707978	0.631533013	0.10317398	0.525043178	0.845181675	0.687219225	0.086997145	0.501628664	0.807370184	0.000295526				gru	0.5	0.5	hamming
